Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,PopDen,nearest_road_distance
2017-12,2017,12,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,-4.023223128,55.84352272,3,48.87857143,15,12.68125,31,,18.62793,12.17497,7.672713,88.41746053,1008.935982,87.57031212,3.071032497,49.25933769,3.615755548,0.39753852,Other Urban Areas,24,3.889339088,2.540124525,,train2,test,train2,train6,train1,train7,train4,train8,train4,train7,0.000753058,19.7483369
2017-12,2017,12,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,-4.09057047,55.82893997,31,,31,,31,,18.0004,11.92745,7.599365,88.59123814,1008.957617,78.17111425,2.767635845,49.44556357,3.813266036,0.51834708,Large Urban Areas,24,,,,train3,train9,train7,train6,train1,train10,train4,train10,train6,test,0.003140168,19.34483261
2017-12,2017,12,North Ayrshire Irvine High St,Kerbside,232142,638892,-4.666789703,55.61457831,0,31.01935484,0,13.08064516,0,7.241935484,8.245472,8.512428,5.800082,86.47270532,1009.27696,82.0026478,4.96495331,48.79637627,5.113773997,0.42366356,Other Urban Areas,24,3.434611359,2.571133669,1.979888503,train9,train1,train3,train2,train4,test,test,train8,test,train7,0.002975473,142.8479924
2017-12,2017,12,Paisley Gordon Street,Roadside,248316.83,663615.52,-4.423958026,55.84183603,0,44.56774194,0,13.27096774,31,,12.37711,9.134963,5.998796,88.94158326,1008.880185,105.1501999,3.706857336,53.5246087,4.494225133,0.38839936,Rural Areas,24,3.797010322,2.585578773,,train8,test,train10,train4,test,test,train5,train10,train3,train1,0.004186693,13.50052293
2017-12,2017,12,Peebles,Rest,324814.65,641087.92,-3.19652692,55.65747203,0,12.63548387,31,,31,,3.160943,7.785302,5.266936,88.71622712,1008.878924,68.76941794,3.496214671,43.45339087,2.835646494,0.61625436,Rural Areas,24,2.536509036,,,train5,train2,train6,train8,train1,train3,train3,train1,train3,train9,0.001086944,325.8272606
2017-12,2017,12,Perth Atholl Street,Roadside,311577.28,723931.02,-3.434181973,56.39932696,2,51.39655172,2,12.10344828,2,7.920689655,10.63328,9.288207,5.780822,87.34149511,1007.815476,32.74071145,2.924367142,43.86747459,3.617886299,0.58493936,Rural Areas,24,3.939571083,2.493490393,2.06947828,train5,train8,train3,train2,test,test,train3,train5,train9,train2,0.005293397,7.541035454
2017-12,2017,12,Perth Crieff,Roadside,286363,721614,-3.841475287,56.37312625,2,27.95517241,2,8.265517241,2,5.837931034,3.885082,8.82336,5.425935,88.4867567,1008.113087,47.96523067,4.367315012,32.5367366,3.194069583,0.49699796,Rural Areas,24,3.330602242,2.112092311,1.764376459,train7,train9,train6,train5,train2,train2,train10,train5,test,train6,0.002977793,8.087489738
2017-12,2017,12,Perth High Street,Roadside,311680.93,723624.9,-3.432400001,56.39659701,0,35.4516129,31,,1,7.256666667,10.63328,9.288207,5.780822,87.34149511,1007.815476,32.74071145,2.924367142,43.86747459,3.617886299,0.42547024,Rural Areas,24,3.56816875,,1.981920587,train8,train8,test,train3,train6,train8,train10,train10,train10,train4,0.005293397,319.1852353
2017-12,2017,12,Renfrew Cockels Loan,Roadside,250464,665933,-4.390979228,55.86331069,0,43.92258065,0,14.34516129,31,,14.61542,10.41017,6.536498,88.8500415,1008.851145,101.3194592,3.805255764,53.17954243,4.120916043,0.51905752,Large Urban Areas,24,3.782428553,2.663412693,,train8,train3,train8,train2,test,train2,train4,test,train5,train4,0.000853437,26.41545805
2017-12,2017,12,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.390231474,55.87793123,31,,31,,31,,13.33518,9.680388,6.307503,88.74322802,1008.820912,102.1602479,3.578555518,53.66549389,4.180457592,0.39808712,Large Urban Areas,24,,,,train10,train4,train1,test,train6,train4,train2,train3,train5,train2,0.004507931,10.64165285
2017-12,2017,12,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.633680996,55.47016203,0,11.53548387,31,,5,7.211538462,8.023829,7.79741,5.190512,85.95807756,1009.436364,90.2255414,5.208348946,48.65307417,5.219787692,0.30954722,Rural Areas,24,2.445427839,,1.975682307,train8,train5,train2,train8,train2,train3,train9,train8,train2,test,0.003345996,314.4604262
2017-12,2017,12,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.631672929,55.46453104,31,,31,,31,,8.023829,7.79741,5.190512,85.95807756,1009.436364,90.2255414,5.208348946,48.65307417,5.219787692,0.30954722,Rural Areas,24,,,,test,train1,train7,train3,train3,train10,train5,train9,train7,train7,0.003345996,20.8577063
2017-12,2017,12,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526,55.79390732,31,,31,,31,,10.97197,9.957892,6.681492,88.80482884,1009.029552,86.8846784,2.881837369,49.76757383,3.708154035,0.424955,Other Urban Areas,24,,,,train8,train9,test,train1,train7,train1,test,train4,test,train1,0.004454434,11.11249079
2017-12,2017,12,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.167073146,55.81880163,0,53.37096774,0,10.39677419,0,6.864516129,11.98892,9.812261,6.532939,88.60884007,1008.972648,84.91384681,2.915181851,50.24180682,4.157364515,0.35492576,Large Urban Areas,24,3.977266923,2.341495584,1.926365553,test,train4,train4,train9,train3,train6,test,train6,train8,train9,0.003233043,7.878133166
2017-12,2017,12,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.163610983,55.775278,0,42.37419355,0,8.325806452,0,4.5,12.06038,10.01843,6.622347,88.81919743,1009.053744,109.1883465,4.075792242,50.85292136,3.581572016,0.48542124,Rural Areas,24,3.746539534,2.119359902,1.504077397,train5,train7,train10,train9,train1,train9,test,test,train4,train4,0.003973742,4.914430819
2017-12,2017,12,South Lanarkshire Hamilton,Roadside,272298,655289,-4.037365263,55.77401709,0,41.30967742,0,8.722580645,0,5.393548387,14.03021,10.50894,6.759748,88.95539029,1009.062497,85.50413991,2.344932773,49.57433331,3.580163339,0.49354896,Other Urban Areas,24,3.721096793,2.16591514,1.685203496,test,train7,train9,test,train5,train2,train10,train3,train8,train3,0.00234688,6.74367849
2017-12,2017,12,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.775657996,55.67393599,11,27.445,11,7.82,11,5.265,6.272909,8.995927,5.813887,90.93935759,1009.194859,87.22725608,5.327341864,45.09290348,2.55307981,0.51333872,Rural Areas,24,3.312184002,2.056684555,1.661081146,train6,test,test,test,train6,test,train1,train6,train1,train10,0.002406169,3.606069758
2017-12,2017,12,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.058362489,55.7988131,0,31.90645161,0,10.33548387,31,,17.89117,12.02703,7.663196,88.55363078,1009.009907,76.93374071,2.343007398,48.75102003,3.812471604,0.50354768,Rural Areas,24,3.462808234,2.335583011,,test,train10,train1,train5,train2,test,train6,test,train1,train4,0.000329703,35.00838955
2017-12,2017,12,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.218786034,55.82840798,31,,0,11.48387097,0,7.219354839,15.04526,10.46772,6.812644,88.34690325,1008.948092,85.56449771,3.152454398,51.32773107,4.328803445,0.34343068,Rural Areas,24,,2.440943526,1.976765591,test,train9,train2,train6,train6,test,train4,train10,train2,train6,0.004255575,10.42225267
2017-12,2017,12,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.081839503,55.81835747,7,40.5625,7,9.925,7,6.608333333,12.86966,9.944023,6.548027,88.62628657,1008.974847,78.43957205,2.713051097,49.22315765,3.82142531,0.48552684,Other Urban Areas,24,3.702843994,2.295056827,1.888331479,train3,train2,test,train8,train1,train7,train9,train6,train4,train7,0.003043487,7.476428806
2017-12,2017,12,Stirling Craig's Roundabout,Roadside,279955,693012,-3.932178761,56.11471995,0,33.94516129,0,11.98064516,31,,11.07226,9.076556,5.842842,88.02096278,1008.417082,72.31067794,3.949317895,40.49124714,4.330817319,0.34334416,Other Urban Areas,24,3.524746319,2.483292444,,train9,test,train1,train4,train5,test,train9,train7,train4,train5,0.003768081,23.09566273
2017-12,2017,12,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.406231024,55.91795997,0,31.10967742,0,8.119354839,0,5.416129032,12.75465,9.374695,6.085173,89.28546361,1008.748659,104.4608162,4.081692545,58.8614998,3.826604638,0.54269164,Rural Areas,24,3.437518942,2.094250698,1.68938136,train2,train1,test,train4,train9,train1,train7,train1,test,train5,0.003248761,29.32199251
2017-12,2017,12,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.559729998,55.94319696,0,33.27741935,31,,31,,8.923148,8.479314,5.486094,89.43665386,1008.753566,102.7842142,2.951509809,57.66929907,4.347861664,0.40915976,Rural Areas,24,3.50487907,,,train4,test,train5,train3,train9,train4,test,train3,test,train10,0.004059844,5.975355394
2017-12,2017,12,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.469190056,55.93435701,0,38.34516129,0,11.17741935,0,7.748387097,11.42328,11.08879,6.722184,86.90770342,1008.328546,61.3634209,4.498147505,54.68251642,3.530687402,0.358838,Rural Areas,24,3.646628348,2.413895614,2.047484705,train10,train8,train3,test,train3,test,train7,train7,train9,train6,0.002226321,7.21704839
2017-12,2017,12,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.597309839,55.97670967,0,39.79032258,0,8.941935484,0,5.722580645,11.19244,10.16043,6.361969,87.32664449,1008.37807,69.65960266,4.898682987,53.63690841,3.820441558,0.47739604,Other Urban Areas,24,3.683623731,2.190752063,1.744419865,train7,train3,train5,test,test,train3,train4,train3,train2,train4,0.001445779,6.003113457
2017-12,2017,12,West Lothian Newton,Roadside,309258,677728.99,-3.45593904,55.98392504,0,22.90967742,31,,31,,8.464701,11.61226,6.516743,86.79861654,1008.264843,63.66254771,5.56673538,57.54753944,3.542189569,0.43831728,Rural Areas,24,3.131559416,,,train6,train6,train7,train4,test,train7,train2,train8,train8,train10,5.22E-05,5.755533574
2018-01,2018,1,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.125446985,57.12856696,0,20.50322581,0,11.76774194,31,,13.52082,10.08002,6.230903,81.24724231,1002.824527,37.90600958,5.678048122,75.55876216,3.526777122,0.4929062,Large Urban Areas,25,3.02058223,2.465362054,,test,train4,test,train9,train7,train5,train8,test,train3,test,0.005009844,14.49298793
2018-01,2018,1,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.094278044,57.15736002,0,36.49354839,0,11.71612903,0,6.348387097,17.42434,9.856716,6.05137,80.89319149,1002.782254,40.73061605,5.824704815,76.72871157,3.853505227,0.31223736,Large Urban Areas,25,3.597135488,2.460966442,1.84820078,train9,train6,train2,train9,train2,train10,train8,train2,test,test,0.006650424,76.62294631
2018-01,2018,1,Aberdeen King Street,Roadside,394333,808770,-2.095348117,57.16973795,0,29.18387097,0,13.13548387,0,6.964516129,14.48258,9.64981,5.907514,81.04578882,1002.76939,39.49845785,5.693520983,77.17517134,3.887207444,0.58399876,Large Urban Areas,25,3.373616193,2.575317261,1.940828133,train9,train7,train8,train3,train10,train5,train10,train4,test,train9,0.003713146,9.599338545
2018-01,2018,1,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.091663919,57.14192196,0,32.5483871,0,12.15806452,0,7.135483871,29.63591,10.58975,6.69893,81.14319846,1002.807805,38.61584968,5.809525054,77.22780766,3.860779942,0.15713531,Large Urban Areas,25,3.482727816,2.497992696,1.965080065,train10,train6,train5,test,test,train2,train8,test,train1,test,0.003500361,7.363513475
2018-01,2018,1,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.106472003,57.14455502,0,46.17419355,0,13.88709677,0,7.906451613,19.23541,10.20037,6.32155,81.07283923,1002.810637,39.45156116,5.691024312,76.29078778,3.696919619,0.23494432,Large Urban Areas,25,3.832421061,2.630960119,2.067679086,train2,train1,train4,train2,train9,train8,test,train4,test,train8,0.007964762,13.61053035
2018-01,2018,1,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.093968047,57.13419503,0,44.47741935,0,15.51935484,0,7.551612903,17.6622,9.990527,6.330465,81.35830227,1002.818653,39.31396716,6.15531856,77.22394187,3.737529385,0.4163306,Large Urban Areas,25,3.79498163,2.742087944,2.02176117,train1,train10,test,train7,train8,train9,train5,test,train9,train10,0.003916175,9.754705711
2018-01,2018,1,Alloa A907,Roadside,288689,693068,-3.791820157,56.11733979,0,30.88709677,0,10.4483871,0,7.103225806,10.1527,9.798147,6.221901,89.59197839,1004.081088,135.0811156,4.282551863,42.47808869,3.142796261,0.44584392,Other Urban Areas,25,3.430338517,2.346447622,1.96054902,train3,train3,train4,train10,train4,train10,train1,test,test,train3,0.003678619,2.820852372
2018-01,2018,1,Bush Estate,Rest,324629.04,663890.62,-3.205782065,55.862281,2,7.165517241,31,,31,,6.256568,8.544777,5.53757,87.69614339,1004.208816,107.4956177,4.813200677,59.38176077,2.969474261,0.62567732,Rural Areas,25,1.969280249,,,train5,test,train2,train7,test,train3,train3,train9,train9,train6,4.94E-05,67.55410485
2018-01,2018,1,Dumfries,Roadside,297019.53,576254.03,-3.614233057,55.070033,0,35.15483871,31,,31,,8.362817,8.660344,5.691106,88.3810353,1005.552416,182.8448272,3.567183519,49.34873353,4.156441136,0.5345954,Rural Areas,25,3.559762268,,,train9,train4,train9,train2,train2,train10,train6,train9,train7,train10,0.001799503,7.734609493
2018-01,2018,1,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.943422928,56.46733201,0,35.5,7,10.86666667,31,,13.51587,9.07508,5.54052,87.2167541,1003.568375,59.29028722,3.840586468,58.49266349,3.561899157,0.42841484,Rural Areas,25,3.569532696,2.3857,,train7,train1,train8,train1,train8,train7,train8,train2,train6,test,0.003593317,11.47388376
2018-01,2018,1,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.993867031,56.465126,0,59.26451613,0,16.11290323,31,,10.14503,9.384016,5.789229,87.36403563,1003.574223,72.0455798,4.267905608,56.20912524,3.029030969,0.4473958,Rural Areas,25,4.082010748,2.779620394,,train6,train1,train1,train3,test,test,test,train1,train2,train6,0.00695846,3.659449659
2018-01,2018,1,Dundee Mains Loan,Rest,340970.55,731892.31,-2.959861021,56.47543397,0,22.27741935,0,7.980645161,0,5.303225806,13.53586,9.692667,5.931659,87.24132796,1003.562141,66.82379956,4.355352269,57.36343176,3.187194308,0.49070416,Rural Areas,25,3.10357358,2.077019255,1.668315278,train1,train1,test,train7,test,train7,train10,train8,train10,train4,0.006820063,215.8970495
2018-01,2018,1,Dundee Meadowside,Roadside,340243.04,730658.37,-2.97138605,56.46425799,0,40.03548387,0,14.71290323,31,,16.9456,10.01982,6.042241,87.23848797,1003.569899,62.05367604,3.839734453,57.66646906,3.481390382,0.41531208,Rural Areas,25,3.689766158,2.688724879,,train3,test,train10,train1,train3,train1,train3,train3,test,test,0.00539174,5.225675715
2018-01,2018,1,Dundee Seagate,Kerbside,340486.33,730446.2,-2.967389911,56.46238296,0,52.28709677,2,11.95862069,31,,16.9456,10.01982,6.042241,87.23848797,1003.569899,62.05367604,3.839734453,57.66646906,3.481390382,0.2085706,Rural Areas,25,3.956749625,2.481452415,,train5,train2,train4,train7,train5,train4,train3,train5,test,train5,0.00539174,6.829277012
2018-01,2018,1,Dundee Union Street,Roadside,340234.85,730091.73,-2.971388965,56.45916699,31,,31,,31,,16.9456,10.01982,6.042241,87.23848797,1003.569899,62.05367604,3.839734453,57.66646906,3.481390382,0.3732178,Rural Areas,25,,,,train1,test,train8,train6,test,train9,train1,train2,train2,train9,0.00539174,33.04760881
2018-01,2018,1,Dundee Whitehall Street,Roadside,340277.72,730154.91,-2.970707922,56.45973996,0,40.86451613,28,10.26666667,31,,16.9456,10.01982,6.042241,87.23848797,1003.569899,62.05367604,3.839734453,57.66646906,3.481390382,0.2085706,Rural Areas,25,3.71026211,2.328902401,,train2,test,train9,train1,train3,train3,train8,test,train5,train2,0.00539174,72.37791012
2018-01,2018,1,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,-4.497991768,55.60746529,0,40.18064516,0,11.07096774,0,6.951612903,10.78524,9.17851,6.016457,86.83617405,1004.432188,169.1468781,4.280077584,42.16179531,4.25636123,0.33733556,Other Urban Areas,25,3.693385416,2.404326163,1.938973705,train7,train5,test,test,train10,train1,train5,train9,test,test,0.00274376,8.746726285
2018-01,2018,1,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,-4.333505014,55.91959602,31,,0,11.59032258,31,,11.03777,9.186589,5.999419,89.51197113,1004.321345,151.5958547,4.339591247,40.77749893,3.237615449,0.47229448,Rural Areas,25,,2.45017049,,train1,train10,train4,train7,train4,train9,train10,train10,train2,train3,0.002986062,9.571084396
2018-01,2018,1,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,-4.225000046,55.90416698,0,34.45806452,12,13.47368421,31,,12.43313,9.698616,6.298925,89.28345405,1004.413837,138.05857,4.335521517,39.03172371,3.093412679,0.4398064,Rural Areas,25,3.539743063,2.600738465,,train8,train4,test,test,train10,train6,train6,train4,train1,test,0.002757866,9.929695603
2018-01,2018,1,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,-4.151758928,55.93592099,0,42.89354839,0,10.20967742,0,7.006451613,11.85961,9.573468,6.097258,89.68419834,1004.367194,129.5331448,4.160976351,40.48833136,2.981549232,0.4650528,Rural Areas,25,3.758721427,2.323336037,1.946831384,train7,train9,train6,train9,train5,train9,train2,train9,train5,train4,0.003027,9.422364395
2018-01,2018,1,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,-4.317753008,55.93825301,10,36.63809524,0,10.35483871,31,,9.783986,8.70668,5.704137,90.03127811,1004.300039,167.7774509,3.937255362,42.22007991,3.252938541,0.44672568,Rural Areas,25,3.601088553,2.337453919,,train2,train6,train6,train5,train1,train4,train4,train2,train1,train5,0.002777598,9.562910204
2018-01,2018,1,East Lothian Musselburgh N High St,Roadside,333941,672836,-3.059222799,55.9440076,0,25.5516129,6,10.196,31,,11.50883,10.82331,6.6637,87.53415112,1004.14631,55.55957395,5.187524186,65.48244864,4.193680332,0.53224968,Large Urban Areas,25,3.240700442,2.321995487,,train6,train1,train3,train5,test,train1,test,train6,train1,train1,0.004813105,11.03844802
2018-01,2018,1,Edinburgh Currie,Rest,317575.4,667874.3,-3.319660353,55.89690865,0,8.85483871,0,8.435483871,31,,8.25794,9.994576,6.11125,87.2111086,1004.103856,93.75851407,4.859960483,58.66123974,2.967487702,0.4623006,Large Urban Areas,25,2.180964056,2.132447079,,train3,test,train1,test,test,train6,test,train3,train8,test,0.002528505,367.6985473
2018-01,2018,1,Edinburgh Glasgow Road,Roadside,313101,672651,-3.392727136,55.9390261,0,34.94193548,0,12.7516129,31,,17.11047,11.2404,6.644044,86.69066822,1004.031792,85.05406259,4.326971767,61.58501971,3.473409945,0.46034304,Rural Areas,25,3.553687698,2.545657766,,train4,train5,train8,train4,train5,train1,test,train7,train8,train6,0.000110983,7.179777766
2018-01,2018,1,Edinburgh Gorgie Road,Roadside,323121,672314,-3.232267016,55.93770769,0,36.31935484,31,,31,,17.70616,12.2308,7.206414,85.26170406,1004.076239,72.76084756,5.474287491,61.12418665,4.070007457,0.33794628,Large Urban Areas,25,3.59235079,,,train2,test,train5,train8,train8,train3,train4,train3,train1,test,0.012795099,13.05821225
2018-01,2018,1,Edinburgh Nicolson Street,Roadside,326150,673046,-3.183990832,55.94475855,0,51.57096774,31,,31,,18.41695,10.93466,6.748086,85.50966567,1004.085237,69.58955263,5.935340423,62.78419588,4.111435586,0.51101108,Large Urban Areas,25,3.942958873,,,train4,test,train2,train5,train5,train8,train5,train1,train10,train3,0.008209197,7.022324952
2018-01,2018,1,Edinburgh Queen Street,Roadside,324825.48,674079.54,-3.205481028,55.953837,31,,31,,31,,17.83479,11.09963,6.924543,85.38341541,1004.061138,68.35920922,5.863197047,62.78016448,4.030724838,0.39303844,Rural Areas,25,,,,train6,train8,train4,train5,train4,train1,test,test,train9,train1,0.008856492,15.17135145
2018-01,2018,1,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,-3.303249928,55.96049697,0,69.3,0,22.63548387,31,,13.52964,11.14892,6.891473,85.88808161,1004.029759,73.0457222,5.394716508,62.07095008,3.770555803,0.61214628,Rural Areas,25,4.238444906,3.119518758,,train4,train8,train8,test,train3,train1,train2,train6,train8,train5,0.003787062,8.259895052
2018-01,2018,1,Edinburgh Salamander St,Roadside,327613.24,676342.55,-3.161455035,55.97459399,3,36.49285714,4,15.34814815,31,,15.13243,11.69768,6.779707,86.14862736,1004.061871,61.54801636,6.487192308,65.94675624,4.301060948,0.37420956,Rural Areas,25,3.597116547,2.730994825,,train9,train10,test,test,train5,train8,train2,test,train3,train2,0.005732097,7.082331756
2018-01,2018,1,Edinburgh St John's Road,Kerbside,320079.88,672902.79,-3.281110919,55.9425,0,50.23225806,0,14.41935484,0,7.251612903,14.26281,10.90539,6.841449,85.55599974,1004.058407,69.89121664,5.038574673,60.77747233,3.842201481,0.44328532,Rural Areas,25,3.916657411,2.66857139,1.981223914,train3,train4,train5,train10,train4,train10,train3,test,train7,train8,0.004350528,14.36624253
2018-01,2018,1,Edinburgh St Leonards,Rest,326264.3,673136.49,-3.18218598,55.94558898,2,25.23448276,8,9.417391304,11,5.985,18.41695,10.93466,6.748086,85.50966567,1004.085237,69.58955263,5.935340423,62.78419588,4.111435586,0.51101108,Rural Areas,25,3.228211423,2.242558119,1.789256339,train1,train2,train10,train6,train8,test,test,train5,train3,train10,0.008209197,44.11561169
2018-01,2018,1,Eskdalemuir,Rest,323550.97,603021.74,-3.206110971,55.31530997,2,2.844827586,31,,31,,2.149164,7.536566,5.130027,90.34962431,1005.707322,265.0358765,4.290214492,30.04983112,2.273464498,0.58510672,Rural Areas,25,1.045502463,,,train8,train7,test,train10,test,test,train3,train2,train7,train8,1.55E-06,233.9918751
2018-01,2018,1,Falkirk Grangemouth MC,Rest,292818.05,682006.92,-3.721013031,56.01895095,0,24.58387097,0,10.8516129,31,,10.67403,9.863827,6.005365,88.07995784,1004.075976,110.812829,4.521535467,52.39163431,3.729750935,0.24896526,Rural Areas,25,3.202090576,2.384313724,,train9,train3,train3,test,test,test,test,train1,train9,train9,0.000482776,43.16050621
2018-01,2018,1,Falkirk Haggs,Roadside,278977,679271,-3.941685363,55.99108677,0,36.24193548,0,11.41290323,31,,11.53595,10.51706,6.40279,89.41602898,1004.212452,174.2759175,4.29305937,47.65736137,2.573203036,0.56726844,Other Urban Areas,25,3.590216887,2.434744577,,test,test,train10,train10,train10,train8,train10,train10,train2,train2,0.001150115,6.344912512
2018-01,2018,1,Falkirk Hope St,Roadside,288688.39,680219.33,-3.78648491,56.00195595,0,31.46451613,31,,31,,12.88547,9.82639,6.171375,88.52309568,1004.130457,130.3902559,4.354636361,51.37497637,3.388907193,0.46237868,Rural Areas,25,3.448860439,,,test,train5,train3,train3,train4,train8,train8,train4,test,train1,0.002301738,9.767545758
2018-01,2018,1,Falkirk Main St Bainsford,Roadside,288563.7,681516.1,-3.789021528,56.01357234,0,27.30967742,1,11.30333333,31,,12.05039,9.918932,6.231438,88.57615643,1004.1238,128.4553729,4.337757896,51.39243055,3.389549722,0.49465592,Other Urban Areas,25,3.307241124,2.425097667,,train5,train8,train1,train10,train9,train8,test,train2,train1,train6,0.003916783,7.609453912
2018-01,2018,1,Falkirk West Bridge Street,Roadside,288457,680064,-3.790128751,56.00050725,1,43.43666667,6,12.46,6,8.352,12.88547,9.82639,6.171375,88.52309568,1004.130457,130.3902559,4.354636361,51.37497637,3.388907193,0.46237868,Other Urban Areas,25,3.771303938,2.522523513,2.122501031,test,train4,test,train9,train2,train5,train5,train1,train10,train4,0.002301738,7.354256285
2018-01,2018,1,Fife Cupar,Roadside,337369.34,714578.52,-3.014167029,56.31944401,0,33.23225806,0,11.51612903,0,7.709677419,7.398102,9.88066,5.884393,89.00698088,1003.75849,84.93078292,3.308340379,57.35574866,2.969263757,0.5551466,Rural Areas,25,3.503521033,2.443748577,2.042476347,train7,train10,train6,train2,train8,test,train6,train4,train10,train10,0.002990196,6.010415946
2018-01,2018,1,Fife Dunfermline,Roadside,309924.49,687724.72,-3.448620052,56.07383003,0,31.61612903,0,10.48709677,0,7.1,11.68797,10.36009,6.272998,87.61253049,1003.955603,104.5350941,5.891755776,56.74364239,3.066651866,0.56807124,Rural Areas,25,3.453667403,2.350145623,1.960094784,test,train7,test,train1,train9,train5,test,test,test,test,0.002809363,11.15464231
2018-01,2018,1,Fife Kirkcaldy,Roadside,329143.57,692986.35,-3.141347009,56.12433096,0,25.4,0,10.11612903,0,6.264516129,8.455907,8.341234,5.364903,87.97174208,1003.977703,78.63237325,5.988522629,60.73518776,3.771984381,0.24871636,Rural Areas,25,3.234749174,2.314131084,1.834901351,train10,train2,train6,train4,train2,train6,train1,test,train10,train9,0.002040844,11.68128734
2018-01,2018,1,Fife Rosyth,Roadside,311770.51,683501.59,-3.417582065,56.03624296,0,27.27096774,0,9.974193548,0,6.503225806,11.69763,10.48624,6.514462,86.96883116,1003.952196,76.60718728,5.648777178,60.77357982,3.643787293,0.52820252,Rural Areas,25,3.305822684,2.300001112,1.872298332,train4,train3,train4,train1,train7,train2,train9,train6,train6,train5,0.003654564,10.58146139
2018-01,2018,1,Fort William,Rest,210849.73,774418.72,-5.101101946,56.82265998,2,11.24482759,31,,31,,3.429176,6.312521,4.0207,86.61527004,1003.500238,320.4912551,0.865732137,24.32202421,3.67039039,0.07266526,Rural Areas,25,2.419908253,,,test,train7,train4,train6,train10,test,train5,test,train6,train3,0.000763769,191.0125739
2018-01,2018,1,Glasgow Anderston,Rest,257940.81,665497.95,-4.271388994,55.86166699,0,35.18064516,5,15.91538462,31,,24.85959,12.57934,7.446944,87.82426425,1004.467971,136.8218794,3.857598223,38.53959169,4.38417185,0.2738029,Rural Areas,25,3.560496078,2.767286227,,train3,train5,train7,train9,train6,train9,train1,train8,train8,test,0.007400737,46.64159378
2018-01,2018,1,Glasgow Burgher St,Roadside,262549.48,664168.91,-4.197139912,55.85107102,0,33.37096774,0,13.66774194,31,,14.58189,9.970691,6.279206,87.71978813,1004.503778,150.1913479,3.574821204,39.03849727,3.938523332,0.4956576,Rural Areas,25,3.507686293,2.615038453,,train2,train3,train1,train8,train4,train10,train1,train8,train2,train1,0.003242041,8.538160264
2018-01,2018,1,Glasgow Byres Road,Roadside,256526.91,666936.95,-4.294722015,55.874167,0,44.1516129,0,12.52903226,0,8.574193548,19.91299,10.29296,6.345152,88.00271914,1004.443705,135.4951802,3.912912139,38.43767019,4.126481497,0.38112828,Rural Areas,25,3.787629459,2.528048532,2.148756942,train1,train2,train3,train8,train7,train6,train2,train9,train4,train3,0.008694342,9.448460622
2018-01,2018,1,Glasgow Dumbarton Road,Roadside,255030,666608,-4.31844935,55.8707657,0,45.18064516,0,13.85483871,0,7.464516129,17.94099,10.62833,6.556093,88.02618308,1004.427953,138.2278061,3.817260702,38.39799267,3.99332839,0.4357618,Large Urban Areas,25,3.810668791,2.628634537,2.01016061,test,train6,train6,train7,train4,test,train7,train5,train6,train2,0.010911706,9.621623143
2018-01,2018,1,Glasgow Great Western Road,Roadside,258007,666651,-4.270936625,55.87203836,0,38.38064516,31,,31,,25.64261,12.61586,7.597379,87.94345594,1004.46459,137.7819073,3.929762339,38.54806268,4.268455102,0.4266862,Large Urban Areas,25,3.6475533,,,train4,test,train10,train10,test,train7,train1,train1,test,test,0.007641503,15.37028264
